Timestamp,Well,Oil Production
2020-03-19,Well 3,498
2020-03-20,Well 3,892
2020-03-21,Well 3,903
2020-03-22,Well 3,814
2020-03-23,Well 3,150
2020-03-24,Well 3,882
2020-03-25,Well 3,423
2020-03-26,Well 3,888
2020-03-27,Well 3,240
2020-03-28,Well 3,569
2020-03-29,Well 3,886
2020-03-30,Well 3,901
2020-03-31,Well 3,433
2020-04-01,Well 3,992
2020-04-02,Well 3,472
2020-04-03,Well 3,663
2020-04-04,Well 3,593
2020-04-05,Well 3,638
2020-04-06,Well 3,768
2020-04-07,Well 3,850
2020-04-08,Well 3,255
2020-04-09,Well 3,390
2020-04-10,Well 3,747
2020-04-11,Well 3,243
2020-04-12,Well 3,205
2020-04-13,Well 3,519
2020-04-14,Well 3,769
2020-04-15,Well 3,757
2020-04-16,Well 3,101
2020-04-17,Well 3,688
2020-04-18,Well 3,743
2020-04-19,Well 3,189
2020-04-20,Well 3,444
2020-04-21,Well 3,449
2020-04-22,Well 3,558
2020-04-23,Well 3,362
2020-04-24,Well 3,450
2020-04-25,Well 3,207
2020-04-26,Well 3,685
2020-04-27,Well 3,138
2020-04-28,Well 3,258
2020-04-29,Well 3,682
2020-04-30,Well 3,411
2020-05-01,Well 3,340
2020-05-02,Well 3,544
2020-05-03,Well 3,397
2020-05-04,Well 3,135
2020-05-05,Well 3,183
2020-05-06,Well 3,551
2020-05-07,Well 3,985
2020-05-08,Well 3,874
2020-05-09,Well 3,921
2020-05-10,Well 3,484
2020-05-11,Well 3,271
2020-05-12,Well 3,475
2020-05-13,Well 3,784
2020-05-14,Well 3,461
2020-05-15,Well 3,658
2020-05-16,Well 3,990
2020-05-17,Well 3,240
2020-05-18,Well 3,986
2020-05-19,Well 3,217
2020-05-20,Well 3,376
2020-05-21,Well 3,825
2020-05-22,Well 3,319
2020-05-23,Well 3,125
2020-05-24,Well 3,620
2020-05-25,Well 3,882
2020-05-26,Well 3,109
2020-05-27,Well 3,477
2020-05-28,Well 3,732
2020-05-29,Well 3,736
2020-05-30,Well 3,781
2020-05-31,Well 3,683
2020-06-01,Well 3,251
2020-06-02,Well 3,819
2020-06-03,Well 3,148
2020-06-04,Well 3,253
2020-06-05,Well 3,958
2020-06-06,Well 3,392
2020-06-07,Well 3,679
2020-06-08,Well 3,149
2020-06-09,Well 3,763
2020-06-10,Well 3,630
2020-06-11,Well 3,711
2020-06-12,Well 3,159
2020-06-13,Well 3,266
2020-06-14,Well 3,301
2020-06-15,Well 3,956
2020-06-16,Well 3,245
2020-06-17,Well 3,775
2020-06-18,Well 3,538
2020-06-19,Well 3,341
2020-06-20,Well 3,680
2020-06-21,Well 3,786
2020-06-22,Well 3,660
2020-06-23,Well 3,582
2020-06-24,Well 3,207
2020-06-25,Well 3,325
2020-06-26,Well 3,772
2020-06-27,Well 3,730
2020-06-28,Well 3,760
2020-06-29,Well 3,761
2020-06-30,Well 3,531
2020-07-01,Well 3,904
2020-07-02,Well 3,754
2020-07-03,Well 3,518
2020-07-04,Well 3,554
2020-07-05,Well 3,259
2020-07-06,Well 3,622
2020-07-07,Well 3,749
2020-07-08,Well 3,689
2020-07-09,Well 3,176
2020-07-10,Well 3,608
2020-07-11,Well 3,540
2020-07-12,Well 3,353
2020-07-13,Well 3,869
2020-07-14,Well 3,419
2020-07-15,Well 3,902
2020-07-16,Well 3,362
2020-07-17,Well 3,696
2020-07-18,Well 3,757
2020-07-19,Well 3,934
2020-07-20,Well 3,653
2020-07-21,Well 3,473
2020-07-22,Well 3,736
2020-07-23,Well 3,266
2020-07-24,Well 3,852
2020-07-25,Well 3,558
2020-07-26,Well 3,379
2020-07-27,Well 3,799
2020-07-28,Well 3,401
2020-07-29,Well 3,630
2020-07-30,Well 3,679
2020-07-31,Well 3,317
2020-08-01,Well 3,201
2020-08-02,Well 3,653
2020-08-03,Well 3,387
2020-08-04,Well 3,266
2020-08-05,Well 3,720
2020-08-06,Well 3,135
2020-08-07,Well 3,843
2020-08-08,Well 3,840
2020-08-09,Well 3,452
2020-08-10,Well 3,775
2020-08-11,Well 3,998
2020-08-12,Well 3,172
2020-08-13,Well 3,747
2020-08-14,Well 3,452
2020-08-15,Well 3,990
2020-08-16,Well 3,169
2020-08-17,Well 3,524
2020-08-18,Well 3,807
2020-08-19,Well 3,880
2020-08-20,Well 3,660
2020-08-21,Well 3,927
2020-08-22,Well 3,741
2020-08-23,Well 3,616
2020-08-24,Well 3,527
2020-08-25,Well 3,638
2020-08-26,Well 3,259
2020-08-27,Well 3,248
2020-08-28,Well 3,875
2020-08-29,Well 3,329
2020-08-30,Well 3,811
2020-08-31,Well 3,661
2020-09-01,Well 3,166
2020-09-02,Well 3,911
2020-09-03,Well 3,480
2020-09-04,Well 3,157
2020-09-05,Well 3,358
2020-09-06,Well 3,441
2020-09-07,Well 3,937
2020-09-08,Well 3,229
2020-09-09,Well 3,826
2020-09-10,Well 3,271
2020-09-11,Well 3,869
2020-09-12,Well 3,713
2020-09-13,Well 3,308
2020-09-14,Well 3,902
2020-09-15,Well 3,453
2020-09-16,Well 3,570
2020-09-17,Well 3,897
2020-09-18,Well 3,215
2020-09-19,Well 3,363
2020-09-20,Well 3,761
2020-09-21,Well 3,911
2020-09-22,Well 3,541
2020-09-23,Well 3,647
2020-09-24,Well 3,552
2020-09-25,Well 3,944
2020-09-26,Well 3,576
2020-09-27,Well 3,386
2020-09-28,Well 3,402
2020-09-29,Well 3,410
2020-09-30,Well 3,307
2020-10-01,Well 3,717
2020-10-02,Well 3,545
2020-10-03,Well 3,769
2020-10-04,Well 3,732
2020-10-05,Well 3,154
2020-10-06,Well 3,111
2020-10-07,Well 3,756
2020-10-08,Well 3,499
2020-10-09,Well 3,747
2020-10-10,Well 3,614
2020-10-11,Well 3,755
2020-10-12,Well 3,641
2020-10-13,Well 3,336
2020-10-14,Well 3,378
2020-10-15,Well 3,447
2020-10-16,Well 3,726
2020-10-17,Well 3,203
2020-10-18,Well 3,729
2020-10-19,Well 3,616
2020-10-20,Well 3,971
2020-10-21,Well 3,347
2020-10-22,Well 3,463
2020-10-23,Well 3,420
2020-10-24,Well 3,732
2020-10-25,Well 3,385
2020-10-26,Well 3,248
2020-10-27,Well 3,183
2020-10-28,Well 3,505
2020-10-29,Well 3,555
2020-10-30,Well 3,842
2020-10-31,Well 3,899
2020-11-01,Well 3,260
2020-11-02,Well 3,883
2020-11-03,Well 3,559
2020-11-04,Well 3,649
2020-11-05,Well 3,599
2020-11-06,Well 3,837
2020-11-07,Well 3,608
2020-11-08,Well 3,753
2020-11-09,Well 3,903
2020-11-10,Well 3,580
2020-11-11,Well 3,762
2020-11-12,Well 3,213
2020-11-13,Well 3,848
2020-11-14,Well 3,677
2020-11-15,Well 3,460
2020-11-16,Well 3,440
2020-11-17,Well 3,869
2020-11-18,Well 3,860
2020-11-19,Well 3,548
2020-11-20,Well 3,942
2020-11-21,Well 3,934
2020-11-22,Well 3,279
2020-11-23,Well 3,801
2020-11-24,Well 3,506
2020-11-25,Well 3,765
2020-11-26,Well 3,295
2020-11-27,Well 3,565
2020-11-28,Well 3,410
2020-11-29,Well 3,361
2020-11-30,Well 3,518
2020-12-01,Well 3,505
2020-12-02,Well 3,242
2020-12-03,Well 3,441
2020-12-04,Well 3,415
2020-12-05,Well 3,200
2020-12-06,Well 3,343
2020-12-07,Well 3,589
2020-12-08,Well 3,111
2020-12-09,Well 3,338
2020-12-10,Well 3,660
2020-12-11,Well 3,141
2020-12-12,Well 3,777
2020-12-13,Well 3,693
2020-12-14,Well 3,528
2020-12-15,Well 3,902
2020-12-16,Well 3,257
2020-12-17,Well 3,315
2020-12-18,Well 3,769
2020-12-19,Well 3,561
2020-12-20,Well 3,233
2020-12-21,Well 3,166
2020-12-22,Well 3,947
2020-12-23,Well 3,106
2020-12-24,Well 3,625
2020-12-25,Well 3,172
2020-12-26,Well 3,498
2020-12-27,Well 3,504
2020-12-28,Well 3,774
2020-12-29,Well 3,677
2020-12-30,Well 3,958
2020-12-31,Well 3,229
2021-01-01,Well 3,565
2021-01-02,Well 3,305
2021-01-03,Well 3,887
2021-01-04,Well 3,867
2021-01-05,Well 3,365
2021-01-06,Well 3,636
2021-01-07,Well 3,892
2021-01-08,Well 3,352
2021-01-09,Well 3,921
2021-01-10,Well 3,388
2021-01-11,Well 3,263
2021-01-12,Well 3,194
2021-01-13,Well 3,881
2021-01-14,Well 3,932
2021-01-15,Well 3,209
2021-01-16,Well 3,435
2021-01-17,Well 3,921
2021-01-18,Well 3,337
2021-01-19,Well 3,480
2021-01-20,Well 3,535
2021-01-21,Well 3,998
2021-01-22,Well 3,582
2021-01-23,Well 3,124
2021-01-24,Well 3,752
2021-01-25,Well 3,216
2021-01-26,Well 3,581
2021-01-27,Well 3,491
2021-01-28,Well 3,636
2021-01-29,Well 3,178
2021-01-30,Well 3,679
2021-01-31,Well 3,272
2021-02-01,Well 3,111
2021-02-02,Well 3,899
2021-02-03,Well 3,227
2021-02-04,Well 3,707
2021-02-05,Well 3,191
2021-02-06,Well 3,752
2021-02-07,Well 3,642
2021-02-08,Well 3,945
2021-02-09,Well 3,631
2021-02-10,Well 3,757
2021-02-11,Well 3,927
2021-02-12,Well 3,546
2021-02-13,Well 3,489
2021-02-14,Well 3,771
2021-02-15,Well 3,960
2021-02-16,Well 3,142
2021-02-17,Well 3,353
2021-02-18,Well 3,229
2021-02-19,Well 3,159
2021-02-20,Well 3,762
2021-02-21,Well 3,566
2021-02-22,Well 3,386
2021-02-23,Well 3,616
2021-02-24,Well 3,566
2021-02-25,Well 3,877
2021-02-26,Well 3,444
2021-02-27,Well 3,741
2021-02-28,Well 3,481
2021-03-01,Well 3,878
2021-03-02,Well 3,789
2021-03-03,Well 3,352
2021-03-04,Well 3,155
2021-03-05,Well 3,562
2021-03-06,Well 3,556
2021-03-07,Well 3,182
2021-03-08,Well 3,198
2021-03-09,Well 3,248
2021-03-10,Well 3,428
2021-03-11,Well 3,255
2021-03-12,Well 3,289
2021-03-13,Well 3,593
2021-03-14,Well 3,982
2021-03-15,Well 3,362
2021-03-16,Well 3,179
2021-03-17,Well 3,499
2021-03-18,Well 3,863
2021-03-19,Well 3,708
2021-03-20,Well 3,359
2021-03-21,Well 3,871
2021-03-22,Well 3,714
2021-03-23,Well 3,651
2021-03-24,Well 3,884
2021-03-25,Well 3,200
2021-03-26,Well 3,458
2021-03-27,Well 3,479
2021-03-28,Well 3,919
2021-03-29,Well 3,320
2021-03-30,Well 3,919
2021-03-31,Well 3,519
2021-04-01,Well 3,223
2021-04-02,Well 3,521
2021-04-03,Well 3,330
2021-04-04,Well 3,789
2021-04-05,Well 3,162
2021-04-06,Well 3,584
2021-04-07,Well 3,727
2021-04-08,Well 3,802
2021-04-09,Well 3,673
2021-04-10,Well 3,867
2021-04-11,Well 3,582
2021-04-12,Well 3,618
2021-04-13,Well 3,254
2021-04-14,Well 3,191
2021-04-15,Well 3,625
2021-04-16,Well 3,554
2021-04-17,Well 3,840
2021-04-18,Well 3,697
2021-04-19,Well 3,744
2021-04-20,Well 3,609
2021-04-21,Well 3,282
2021-04-22,Well 3,485
2021-04-23,Well 3,673
2021-04-24,Well 3,830
2021-04-25,Well 3,504
2021-04-26,Well 3,345
2021-04-27,Well 3,841
2021-04-28,Well 3,690
2021-04-29,Well 3,760
2021-04-30,Well 3,749
2021-05-01,Well 3,570
2021-05-02,Well 3,925
2021-05-03,Well 3,987
2021-05-04,Well 3,522
2021-05-05,Well 3,164
2021-05-06,Well 3,112
2021-05-07,Well 3,312
2021-05-08,Well 3,341
2021-05-09,Well 3,592
2021-05-10,Well 3,312
2021-05-11,Well 3,792
2021-05-12,Well 3,437
2021-05-13,Well 3,272
2021-05-14,Well 3,771
2021-05-15,Well 3,263
2021-05-16,Well 3,564
2021-05-17,Well 3,596
2021-05-18,Well 3,799
2021-05-19,Well 3,494
2021-05-20,Well 3,802
2021-05-21,Well 3,407
2021-05-22,Well 3,867
2021-05-23,Well 3,282
2021-05-24,Well 3,728
2021-05-25,Well 3,893
2021-05-26,Well 3,609
2021-05-27,Well 3,807
2021-05-28,Well 3,645
2021-05-29,Well 3,663
2021-05-30,Well 3,723
2021-05-31,Well 3,863
2021-06-01,Well 3,693
2021-06-02,Well 3,843
2021-06-03,Well 3,326
2021-06-04,Well 3,844
2021-06-05,Well 3,832
2021-06-06,Well 3,535
2021-06-07,Well 3,521
2021-06-08,Well 3,653
2021-06-09,Well 3,120
2021-06-10,Well 3,653
2021-06-11,Well 3,496
2021-06-12,Well 3,724
2021-06-13,Well 3,204
2021-06-14,Well 3,291
2021-06-15,Well 3,116
2021-06-16,Well 3,219
2021-06-17,Well 3,492
2021-06-18,Well 3,524
2021-06-19,Well 3,228
2021-06-20,Well 3,229
2021-06-21,Well 3,671
2021-06-22,Well 3,659
2021-06-23,Well 3,128
2021-06-24,Well 3,196
2021-06-25,Well 3,109
2021-06-26,Well 3,341
2021-06-27,Well 3,925
2021-06-28,Well 3,331
2021-06-29,Well 3,888
2021-06-30,Well 3,383
2021-07-01,Well 3,814
2021-07-02,Well 3,858
2021-07-03,Well 3,901
2021-07-04,Well 3,875
2021-07-05,Well 3,825
2021-07-06,Well 3,299
2021-07-07,Well 3,178
2021-07-08,Well 3,954
2021-07-09,Well 3,955
2021-07-10,Well 3,272
2021-07-11,Well 3,566
2021-07-12,Well 3,680
2021-07-13,Well 3,515
2021-07-14,Well 3,548
2021-07-15,Well 3,186
2021-07-16,Well 3,200
2021-07-17,Well 3,107
2021-07-18,Well 3,944
2021-07-19,Well 3,299
2021-07-20,Well 3,604
2021-07-21,Well 3,186
2021-07-22,Well 3,142
2021-07-23,Well 3,484
2021-07-24,Well 3,720
2021-07-25,Well 3,534
2021-07-26,Well 3,507
2021-07-27,Well 3,582
2021-07-28,Well 3,763
2021-07-29,Well 3,116
2021-07-30,Well 3,744
2021-07-31,Well 3,247
2021-08-01,Well 3,376
2021-08-02,Well 3,331
2021-08-03,Well 3,925
2021-08-04,Well 3,465
2021-08-05,Well 3,327
2021-08-06,Well 3,750
2021-08-07,Well 3,535
2021-08-08,Well 3,498
2021-08-09,Well 3,310
2021-08-10,Well 3,490
2021-08-11,Well 3,598
2021-08-12,Well 3,639
2021-08-13,Well 3,662
2021-08-14,Well 3,590
2021-08-15,Well 3,541
2021-08-16,Well 3,360
2021-08-17,Well 3,872
2021-08-18,Well 3,449
2021-08-19,Well 3,451
2021-08-20,Well 3,619
2021-08-21,Well 3,419
2021-08-22,Well 3,237
2021-08-23,Well 3,649
2021-08-24,Well 3,722
2021-08-25,Well 3,467
2021-08-26,Well 3,319
2021-08-27,Well 3,436
2021-08-28,Well 3,322
2021-08-29,Well 3,747
2021-08-30,Well 3,867
2021-08-31,Well 3,459
2021-09-01,Well 3,428
2021-09-02,Well 3,562
2021-09-03,Well 3,660
2021-09-04,Well 3,903
2021-09-05,Well 3,481
2021-09-06,Well 3,935
2021-09-07,Well 3,689
2021-09-08,Well 3,716
2021-09-09,Well 3,268
2021-09-10,Well 3,316
2021-09-11,Well 3,477
2021-09-12,Well 3,218
2021-09-13,Well 3,289
2021-09-14,Well 3,866
2021-09-15,Well 3,469
2021-09-16,Well 3,877
2021-09-17,Well 3,248
2021-09-18,Well 3,775
2021-09-19,Well 3,751
2021-09-20,Well 3,958
2021-09-21,Well 3,587
2021-09-22,Well 3,869
2021-09-23,Well 3,473
2021-09-24,Well 3,880
2021-09-25,Well 3,792
2021-09-26,Well 3,259
2021-09-27,Well 3,450
2021-09-28,Well 3,387
2021-09-29,Well 3,387
2021-09-30,Well 3,991
2021-10-01,Well 3,325
2021-10-02,Well 3,622
2021-10-03,Well 3,621
2021-10-04,Well 3,882
2021-10-05,Well 3,372
2021-10-06,Well 3,501
2021-10-07,Well 3,282
2021-10-08,Well 3,764
2021-10-09,Well 3,587
2021-10-10,Well 3,926
2021-10-11,Well 3,945
2021-10-12,Well 3,223
2021-10-13,Well 3,725
2021-10-14,Well 3,889
2021-10-15,Well 3,513
2021-10-16,Well 3,824
2021-10-17,Well 3,271
2021-10-18,Well 3,387
2021-10-19,Well 3,534
2021-10-20,Well 3,785
2021-10-21,Well 3,212
2021-10-22,Well 3,987
2021-10-23,Well 3,221
2021-10-24,Well 3,643
2021-10-25,Well 3,321
2021-10-26,Well 3,730
2021-10-27,Well 3,138
2021-10-28,Well 3,596
2021-10-29,Well 3,879
2021-10-30,Well 3,332
2021-10-31,Well 3,629
2021-11-01,Well 3,248
2021-11-02,Well 3,496
2021-11-03,Well 3,760
2021-11-04,Well 3,737
2021-11-05,Well 3,401
2021-11-06,Well 3,459
2021-11-07,Well 3,337
2021-11-08,Well 3,746
2021-11-09,Well 3,762
2021-11-10,Well 3,335
2021-11-11,Well 3,835
2021-11-12,Well 3,302
2021-11-13,Well 3,355
2021-11-14,Well 3,697
2021-11-15,Well 3,761
2021-11-16,Well 3,334
2021-11-17,Well 3,444
2021-11-18,Well 3,633
2021-11-19,Well 3,959
2021-11-20,Well 3,896
2021-11-21,Well 3,880
2021-11-22,Well 3,565
2021-11-23,Well 3,869
2021-11-24,Well 3,640
2021-11-25,Well 3,312
2021-11-26,Well 3,562
2021-11-27,Well 3,535
2021-11-28,Well 3,382
2021-11-29,Well 3,661
2021-11-30,Well 3,706
2021-12-01,Well 3,562
2021-12-02,Well 3,506
2021-12-03,Well 3,187
2021-12-04,Well 3,143
2021-12-05,Well 3,560
2021-12-06,Well 3,377
2021-12-07,Well 3,782
2021-12-08,Well 3,520
2021-12-09,Well 3,800
2021-12-10,Well 3,452
2021-12-11,Well 3,795
2021-12-12,Well 3,614
2021-12-13,Well 3,802
2021-12-14,Well 3,729
2021-12-15,Well 3,118
2021-12-16,Well 3,122
2021-12-17,Well 3,512
2021-12-18,Well 3,129
2021-12-19,Well 3,906
2021-12-20,Well 3,207
2021-12-21,Well 3,466
2021-12-22,Well 3,380
2021-12-23,Well 3,227
2021-12-24,Well 3,328
2021-12-25,Well 3,210
2021-12-26,Well 3,235
2021-12-27,Well 3,461
2021-12-28,Well 3,285
2021-12-29,Well 3,755
2021-12-30,Well 3,683
2021-12-31,Well 3,228
2019-01-01,Well 4,975
2019-01-02,Well 4,360
2019-01-03,Well 4,614
2019-01-04,Well 4,548
2019-01-05,Well 4,999
2019-01-06,Well 4,203
2019-01-07,Well 4,582
2019-01-08,Well 4,323
2019-01-09,Well 4,931
2019-01-10,Well 4,973
2019-01-11,Well 4,965
2019-01-12,Well 4,590
2019-01-13,Well 4,572
2019-01-14,Well 4,109
2019-01-15,Well 4,504
2019-01-16,Well 4,995
2019-01-17,Well 4,401
2019-01-18,Well 4,330
2019-01-19,Well 4,830
2019-01-20,Well 4,165
2019-01-21,Well 4,211
2019-01-22,Well 4,112
2019-01-23,Well 4,492
2019-01-24,Well 4,599
2019-01-25,Well 4,697
2019-01-26,Well 4,333
2019-01-27,Well 4,701
2019-01-28,Well 4,413
2019-01-29,Well 4,665
2019-01-30,Well 4,111
2019-01-31,Well 4,308
2019-02-01,Well 4,113
2019-02-02,Well 4,732
2019-02-03,Well 4,517
2019-02-04,Well 4,536
2019-02-05,Well 4,476
2019-02-06,Well 4,119
2019-02-07,Well 4,686
2019-02-08,Well 4,854
2019-02-09,Well 4,834
2019-02-10,Well 4,169
2019-02-11,Well 4,923
2019-02-12,Well 4,310
2019-02-13,Well 4,200
2019-02-14,Well 4,797
2019-02-15,Well 4,231
2019-02-16,Well 4,722
2019-02-17,Well 4,480
2019-02-18,Well 4,231
2019-02-19,Well 4,119
2019-02-20,Well 4,635
2019-02-21,Well 4,326
2019-02-22,Well 4,253
2019-02-23,Well 4,904
2019-02-24,Well 4,841
2019-02-25,Well 4,568
2019-02-26,Well 4,921
2019-02-27,Well 4,970
2019-02-28,Well 4,504
2019-03-01,Well 4,301
2019-03-02,Well 4,137
2019-03-03,Well 4,871
2019-03-04,Well 4,287
2019-03-05,Well 4,156
2019-03-06,Well 4,119
2019-03-07,Well 4,372
2019-03-08,Well 4,218
2019-03-09,Well 4,682
2019-03-10,Well 4,615
2019-03-11,Well 4,320
2019-03-12,Well 4,625
2019-03-13,Well 4,614
2019-03-14,Well 4,827
2019-03-15,Well 4,840
2019-03-16,Well 4,435
2019-03-17,Well 4,797
2019-03-18,Well 4,154
2019-03-19,Well 4,599
2019-03-20,Well 4,999
2019-03-21,Well 4,987
2019-03-22,Well 4,865
2019-03-23,Well 4,635
2019-03-24,Well 4,261
2019-03-25,Well 4,769
2019-03-26,Well 4,693
2019-03-27,Well 4,258
2019-03-28,Well 4,287
2019-03-29,Well 4,159
2019-03-30,Well 4,916
2019-03-31,Well 4,418
2019-04-01,Well 4,977
2019-04-02,Well 4,310
2019-04-03,Well 4,505
2019-04-04,Well 4,763
2019-04-05,Well 4,208
2019-04-06,Well 4,175
2019-04-07,Well 4,641
2019-04-08,Well 4,413
2019-04-09,Well 4,216
2019-04-10,Well 4,967
2019-04-11,Well 4,803
2019-04-12,Well 4,118
2019-04-13,Well 4,531
2019-04-14,Well 4,784
2019-04-15,Well 4,839
2019-04-16,Well 4,449
2019-04-17,Well 4,282
2019-04-18,Well 4,212
2019-04-19,Well 4,282
2019-04-20,Well 4,580
2019-04-21,Well 4,245
2019-04-22,Well 4,930
2019-04-23,Well 4,727
2019-04-24,Well 4,212
2019-04-25,Well 4,862
2019-04-26,Well 4,575
2019-04-27,Well 4,862
2019-04-28,Well 4,402
2019-04-29,Well 4,924
2019-04-30,Well 4,217
2019-05-01,Well 4,912
2019-05-02,Well 4,260
2019-05-03,Well 4,500
2019-05-04,Well 4,297
2019-05-05,Well 4,359
2019-05-06,Well 4,759
2019-05-07,Well 4,851
2019-05-08,Well 4,146
2019-05-09,Well 4,498
2019-05-10,Well 4,809
2019-05-11,Well 4,658
2019-05-12,Well 4,177
2019-05-13,Well 4,223
2019-05-14,Well 4,174
2019-05-15,Well 4,970
2019-05-16,Well 4,236
2019-05-17,Well 4,701
2019-05-18,Well 4,499
2019-05-19,Well 4,936
2019-05-20,Well 4,604
2019-05-21,Well 4,599
2019-05-22,Well 4,672
2019-05-23,Well 4,237
2019-05-24,Well 4,149
2019-05-25,Well 4,870
2019-05-26,Well 4,718
2019-05-27,Well 4,724
2019-05-28,Well 4,961
2019-05-29,Well 4,353
2019-05-30,Well 4,729
2019-05-31,Well 4,809
2019-06-01,Well 4,948
2019-06-02,Well 4,976
2019-06-03,Well 4,662
2019-06-04,Well 4,856
2019-06-05,Well 4,525
2019-06-06,Well 4,646
2019-06-07,Well 4,401
2019-06-08,Well 4,680
2019-06-09,Well 4,448
2019-06-10,Well 4,931
2019-06-11,Well 4,148
2019-06-12,Well 4,173
2019-06-13,Well 4,803
2019-06-14,Well 4,360
2019-06-15,Well 4,455
2019-06-16,Well 4,681
2019-06-17,Well 4,701
2019-06-18,Well 4,359
2019-06-19,Well 4,737
2019-06-20,Well 4,842
2019-06-21,Well 4,394
2019-06-22,Well 4,740
2019-06-23,Well 4,891
2019-06-24,Well 4,412
2019-06-25,Well 4,711
2019-06-26,Well 4,937
2019-06-27,Well 4,908
2019-06-28,Well 4,281
2019-06-29,Well 4,785
2019-06-30,Well 4,927
2019-07-01,Well 4,463
2019-07-02,Well 4,287
2019-07-03,Well 4,668
2019-07-04,Well 4,642
2019-07-05,Well 4,695
2019-07-06,Well 4,763
2019-07-07,Well 4,647
2019-07-08,Well 4,824
2019-07-09,Well 4,507
2019-07-10,Well 4,975
2019-07-11,Well 4,717
2019-07-12,Well 4,513
2019-07-13,Well 4,441
2019-07-14,Well 4,319
2019-07-15,Well 4,262
2019-07-16,Well 4,319
2019-07-17,Well 4,369
2019-07-18,Well 4,731
2019-07-19,Well 4,947
2019-07-20,Well 4,499
2019-07-21,Well 4,281
2019-07-22,Well 4,717
2019-07-23,Well 4,828
2019-07-24,Well 4,304
2019-07-25,Well 4,681
2019-07-26,Well 4,655
2019-07-27,Well 4,940
2019-07-28,Well 4,912
2019-07-29,Well 4,327
2019-07-30,Well 4,795
2019-07-31,Well 4,718
2019-08-01,Well 4,695
2019-08-02,Well 4,949
2019-08-03,Well 4,349
2019-08-04,Well 4,974
2019-08-05,Well 4,540
2019-08-06,Well 4,632
2019-08-07,Well 4,295
2019-08-08,Well 4,789
2019-08-09,Well 4,618
2019-08-10,Well 4,169
2019-08-11,Well 4,738
2019-08-12,Well 4,498
2019-08-13,Well 4,771
2019-08-14,Well 4,859
2019-08-15,Well 4,302
2019-08-16,Well 4,247
2019-08-17,Well 4,571
2019-08-18,Well 4,754
2019-08-19,Well 4,298
2019-08-20,Well 4,525
2019-08-21,Well 4,765
2019-08-22,Well 4,591
2019-08-23,Well 4,987
2019-08-24,Well 4,995
2019-08-25,Well 4,241
2019-08-26,Well 4,412
2019-08-27,Well 4,264
2019-08-28,Well 4,413
2019-08-29,Well 4,120
2019-08-30,Well 4,181
2019-08-31,Well 4,680
2019-09-01,Well 4,230
2019-09-02,Well 4,698
2019-09-03,Well 4,829
2019-09-04,Well 4,404
2019-09-05,Well 4,470
2019-09-06,Well 4,956
2019-09-07,Well 4,952
2019-09-08,Well 4,483
2019-09-09,Well 4,544
2019-09-10,Well 4,524
2019-09-11,Well 4,260
2019-09-12,Well 4,277
2019-09-13,Well 4,728
2019-09-14,Well 4,807
2019-09-15,Well 4,994
2019-09-16,Well 4,589
2019-09-17,Well 4,426
2019-09-18,Well 4,697
2019-09-19,Well 4,388
2019-09-20,Well 4,692
2019-09-21,Well 4,763
2019-09-22,Well 4,672
2019-09-23,Well 4,672
2019-09-24,Well 4,453
2019-09-25,Well 4,127
2019-09-26,Well 4,142
2019-09-27,Well 4,780
2019-09-28,Well 4,522
2019-09-29,Well 4,697
2019-09-30,Well 4,276
2019-10-01,Well 4,628
2019-10-02,Well 4,709
2019-10-03,Well 4,593
2019-10-04,Well 4,297
2019-10-05,Well 4,709
2019-10-06,Well 4,676
2019-10-07,Well 4,941
2019-10-08,Well 4,952
2019-10-09,Well 4,616
2019-10-10,Well 4,613
2019-10-11,Well 4,121
2019-10-12,Well 4,211
2019-10-13,Well 4,156
2019-10-14,Well 4,165
2019-10-15,Well 4,941
2019-10-16,Well 4,197
2019-10-17,Well 4,243
2019-10-18,Well 4,979
2019-10-19,Well 4,534
2019-10-20,Well 4,736
2019-10-21,Well 4,778
2019-10-22,Well 4,185
2019-10-23,Well 4,687
2019-10-24,Well 4,443
2019-10-25,Well 4,393
2019-10-26,Well 4,670
2019-10-27,Well 4,749
2019-10-28,Well 4,710
2019-10-29,Well 4,803
2019-10-30,Well 4,342
2019-10-31,Well 4,930
2019-11-01,Well 4,660
2019-11-02,Well 4,131
2019-11-03,Well 4,490
2019-11-04,Well 4,376
2019-11-05,Well 4,631
2019-11-06,Well 4,253
2019-11-07,Well 4,482
2019-11-08,Well 4,167
2019-11-09,Well 4,977
2019-11-10,Well 4,983
2019-11-11,Well 4,313
2019-11-12,Well 4,754
2019-11-13,Well 4,475
2019-11-14,Well 4,843
2019-11-15,Well 4,312
2019-11-16,Well 4,178
2019-11-17,Well 4,825
2019-11-18,Well 4,727
2019-11-19,Well 4,703
2019-11-20,Well 4,881
2019-11-21,Well 4,480
2019-11-22,Well 4,779
2019-11-23,Well 4,157
2019-11-24,Well 4,895
2019-11-25,Well 4,125
2019-11-26,Well 4,980
2019-11-27,Well 4,546
2019-11-28,Well 4,165
2019-11-29,Well 4,859
2019-11-30,Well 4,353
2019-12-01,Well 4,998
2019-12-02,Well 4,143
2019-12-03,Well 4,196
2019-12-04,Well 4,653
2019-12-05,Well 4,326
2019-12-06,Well 4,873
2019-12-07,Well 4,778
2019-12-08,Well 4,535
2019-12-09,Well 4,890
2019-12-10,Well 4,700
2019-12-11,Well 4,478
